Employee ID,Name,Department,Salary
10134,Diederik Siprelle,Development,69194
10135,Nathan Monkewich,Production,61301
10137,Maren Hutton,Customer Service,67794
10138,Perry Shimshoni,Quality Management,74875
10139,Ewing Foong,Development,50398
10140,Yucel Auria,Marketing,76604
10141,Shahaf Ishibashi,Research,70861
10142,Tzvetan Hettesheimer,Development,57530
10143,Sakthirel Bakhtari,Development,70351
10145,Akemi Esposito,Development,47519
10147,Kazuhito Encarnacion,Finance,73690
10148,Douadi Azumi,Sales,70400
10150,Zhenbing Perng,Development,100182
10151,Itzchak Lichtner,Sales,109501
10153,Heekeun Majewski,Development,61594
10154,Abdulah Thibadeau,Customer Service,50766
10155,Adas Nastansky,Research,66419
10155,Adas Nastansky,Production,66419
10156,Sumali Fargier,Quality Management,71859
10157,Nigel Aloisi,Development,56615
10158,Khedija Mitsuhashi,Production,68624
10159,Serif Buescher,Quality Management,56651
10160,Debatosh Khasidashvili,Sales,102165
10162,Florina Eugenio,Production,47464
10163,Karsten Szmurlo,Human Resources,67661
10164,Jagoda Braunmuhl,Customer Service,72497
10164,Jagoda Braunmuhl,Production,72497
10165,Miyeon Macedo,Finance,79095
10166,Samphel Siegrist,Development,65632
10167,Duangkaew Rassart,Production,75147
10168,Dharmaraja Stassinopoulos,Research,76070
10169,Sampalli Snedden,Development,78611
10171,Herbert Trachtenberg,Production,57160
10172,Shigeu Matzen,Research,42646
10172,Shigeu Matzen,Development,42646
10173,Shrikanth Mahmud,Finance,109964
10174,Badri Furudate,Production,92117
10176,Brendon Lenart,Customer Service,71610
10178,Valery Litvinov,Sales,61185
10179,Deniz Duclos,Development,43325
10180,Shaw Wendorf,Finance,65015
10181,Sibyl Nooteboom,Development,78684
10182,Moriyoshi Merey,Development,67049
10182,Moriyoshi Merey,Research,67049
10183,Mechthild Bonifati,Customer Service,51873
10184,Mihalis Lowrie,Customer Service,57547
10185,Duro Sidhu,Sales,104747
10187,Tommaso Narwekar,Finance,90645
10188,Christ Muchinsky,Production,83455
10190,Arve Fairtlough,Production,65625
10191,Zdislav Nastansky,Development,59946
10192,Mohua Falck,Production,75141
10192,Mohua Falck,Quality Management,75141
10193,Masaru Cheshire,Development,57200
10194,Josyula Hofmeyr,Finance,79131
10196,Marc Hellwagner,Finance,92885
10197,Kasidit Krzyzanowski,Development,61807
10198,Pranav Furedi,Development,69268
10199,Kazuhisa Ranta,Sales,46867
10200,Vidya Awdeh,Quality Management,57205
10200,Vidya Awdeh,Production,57205
10201,Idoia Kavraki,Development,57425
10202,Greger Lichtner,Development,69727
10203,Steen Escriba,Research,62458
10205,Mabhin Leijenhorst,Production,55157
10206,Alassane Iwayama,Development,71052
10207,Girolamo Anandan,Development,69959
10209,Yolla Ellozy,Sales,70667
10209,Yolla Ellozy,Finance,70667
10210,Yuping Alpin,Customer Service,42619
10211,Vishu Strehl,Development,64400
10212,Divier Esteva,Development,78952
10213,Jackson Kakkad,Customer Service,50786
10214,Tadahiko Ciolek,Sales,74763
10215,Xiaobin Duclos,Sales,56694
10216,Amstein Ghemri,Research,65714
10218,Zhenhua Magalhaes,Production,54070
10219,Genta Kolvik,Customer Service,61354
10219,Genta Kolvik,Development,61354
10220,Kish Fasbender,Finance,69036
10222,Tze Nourani,Production,71058
10223,Carrsten Schmiedel,Development,75358
10224,Leon Trogemann,Production,65121
10225,Kellie Chinen,Customer Service,49969
10226,Xinglin Plessier,Sales,89557
10227,Anneli Kaiser,Development,74739
10228,Karoline Cesareni,Sales,96062
10228,Karoline Cesareni,Marketing,96062
10230,Clyde Vernadat,Research,61667
10231,Shaowen Desikan,Customer Service,43682
10232,Marko Auria,Sales,104656
10233,Lein Vendrig,Human Resources,49236
10235,Susanta Roccetti,Production,57532
10236,Susumu Bade,Sales,92118
10238,Mototsugu Gire,Research,67630
10238,Mototsugu Gire,Development,67630
10239,Nikolaos Llado,Marketing,82905
10240,Remko Maccarone,Quality Management,77906
10241,Ortrud Murillo,Finance,65069
10242,Lunjin Ozeri,Production,69619
10243,Wonhee Pouyioutas,Sales,90542
10244,Foong Flasterstein,Development,63041
10246,Basem Teitelbaum,Production,67906
10247,Heon Riefers,Production,56935
10248,Frederique Tempesti,Sales,77848
10249,Marie Boreale,Development,85676
10249,Marie Boreale,Research,85676
10250,Serap Etalle,Quality Management,65617
10251,Alair Rosenbaum,Research,88948
10252,Shirish Wegerle,Production,55435
10254,Shen Brattka,Sales,85691
10256,Irene Radhakrishnan,Sales,109040
10257,Aiman Riexinger,Production,52114
10258,Basil Ishibashi,Development,110212
10260,Alper Suomi,Production,76081
10262,Mahendra Maraist,Sales,77648
10263,Takahiro Waterhouse,Finance,73625
10264,Nalini Kawashimo,Development,66168
10265,Ramalingam Muniz,Quality Management,52083
10266,Sukumar Rassart,Production,81099
10267,Shaunak Cullers,Production,43842
10269,Taizo Oxman,Production,61759
10270,Bedir Hartvigsen,Sales,57784
10271,Sham Eastman,Development,91010
10272,Yishai Cannane,Finance,67888
10273,Baocai Lieblein,Sales,93350
10274,Dmitri Pearson,Development,97449
10275,Marek Luck,Development,68583
10277,Isaac Schwartzbauer,Sales,91882
10279,Barton Jumpertz,Customer Service,55385
10279,Barton Jumpertz,Production,55385
10280,Stabislas Delgrange,Human Resources,80485
10281,Moty Kusakari,Quality Management,63400
10282,Hercules Benzmuller,Production,47506
10283,Kauko Birjandi,Development,61686
10284,Masali Murrill,Production,46017
10285,Zhonghui Preusig,Research,76312
10287,Marie Pietracaprina,Research,79615
10287,Marie Pietracaprina,Development,79615
10288,Selwyn Perri,Production,96620
10290,Yongmao Pleszkun,Development,62455
10291,Dipayan Seghrouchni,Sales,86090
10292,Yucel Ghelli,Sales,106632
10293,Mihalis Avouris,Production,64424
10295,Kristine Velardi,Finance,52162
10296,Petter Lorho,Sales,106087
10297,Narain Oaver,Production,100018
10298,Dietrich DuCasse,Production,43923
10298,Dietrich DuCasse,Research,43923
10299,Ipke Stentiford,Sales,98711
10300,Tadahiko Ulupinar,Production,101239
10301,Lucien Staudhammer,Finance,72396
10306,Heng Kilgour,Sales,58492
10307,Nikolaos Leaver,Production,43283
10307,Nikolaos Leaver,Quality Management,43283
10308,Dzung Holburn,Sales,85789
10309,Prodip Schusler,Development,63757
10311,Hsiangchu Molenkamp,Development,48285
10312,Rasiah Deyuan,Production,91499
10313,Subbu Riexinger,Research,77287
10314,Christfried Apsitis,Sales,87352
10315,Maris Angelopoulos,Development,87577
10317,Arie Birge,Production,56014
10317,Arie Birge,Research,56014
10318,Mototsugu Beilner,Development,99371
10319,Mechthild Miyakawa,Sales,106263
10322,Isamu Dahlbom,Development,72886
10323,Kankanahalli Hinsberger,Production,72048
10324,Bernardo Rouquie,Development,76568
10325,Arunachalam Badr,Human Resources,63081
10326,Masali Czap,Research,52152
10328,Serenella Kawashima,Development,51715
10329,Remko Shigei,Production,89171
10330,Kasturi Bellmore,Sales,97400
10331,Arto Binkley,Sales,86063
10333,Snehasis Dymetman,Development,65713
10334,Falguni Erie,Customer Service,43932
10335,Toshimori Bahi,Customer Service,72639
10335,Toshimori Bahi,Sales,72639
10336,Goa Rothe,Research,77738
10337,Jeong Sadowsky,Production,67239
10338,Heon Ranai,Customer Service,46164
10339,Teunis Liedekerke,Production,58472
10340,Djelloul Laventhal,Marketing,93168
10342,Stella Hiroyama,Development,74705
10343,Dinah Syrzycki,Quality Management,47242
10344,Uwe Garnier,Quality Management,59655
10344,Uwe Garnier,Production,59655
10345,Arra Ratnakar,Development,87195
10347,Pradeep Kaminger,Research,53581
10348,Mahendra Picco,Production,58587
10349,Oksana Brodie,Customer Service,66474
10351,Tadahiko Strehl,Finance,49802
10352,Erzsebet Ohori,Development,44683
10353,Phule Hammerschmidt,Marketing,87254
10355,Satyanarayana Cochrane,Sales,78589
10356,Vasilis Standera,Research,60344
10357,Hausi Sidhu,Quality Management,56260
10358,Qunsheng Tagansky,Development,90950
10359,Heekeun Sambasivam,Development,47188
10360,Irene Munck,Human Resources,43073
10361,Seshu Sidou,Sales,81801
10364,Nakhoon Dengi,Production,94739
10366,Morrie Piazza,Development,60214
10367,Hyuckchul Gini,Marketing,83569
10368,Hatim Koshiba,Production,56600
10369,Qunsheng Toyoshima,Sales,54438
10370,Clyde Fandrianto,Sales,46583
10371,Ioana Kirkerud,Production,85789
10372,Anneli Frijda,Production,85455
10373,Hongzue Heijenga,Development,58845
10375,Dante Kalafatis,Sales,107218
10376,Fai Bale,Production,65398
10377,Marl Grospietsch,Production,50359
10378,Takahira Lichtner,Sales,92842
10379,Mikhail Rosis,Development,46932
10380,Alejandro Kamble,Sales,104943
10381,Jiong Parfitt,Production,90924
10383,Leucio Aumann,Production,77463
10384,Feiyu Luft,Marketing,78680
10386,Eishiro Miyakawa,Development,88725
10387,Parto Wrigley,Customer Service,76026
10388,Hironoby Kaiser,Sales,68411
10389,Make Peir,Development,60361
10390,Wanqing Bratten,Quality Management,57015
10391,Hongzue Akaboshi,Development,76997
10392,Jiann Hainaut,Production,73126
10392,Jiann Hainaut,Quality Management,73126
10393,Yagil DasSarma,Production,64241
10396,Sibyl Rahier,Development,74120
10397,Irena Reutenauer,Production,65498
10398,Shooichi Escriba,Sales,72326
10399,Guenter Marchegay,Sales,98993
10400,Ortrud Nitto,Sales,85083
10402,Volkmar Ebeling,Quality Management,67041
10404,Prodip Rosti,Development,87187
10406,Sigeru Wynblatt,Quality Management,50765
10407,Ulf Siepmann,Sales,68990
10408,Martijn Kaiser,Sales,78692
10409,Mario Straney,Development,68422
10411,Lidong Klerer,Sales,94363
10412,Masoud Fabrizio,Customer Service,84971
10412,Masoud Fabrizio,Production,84971
10413,Danel Impagliazzo,Human Resources,63305
10415,Mark Coorg,Development,68327
10416,Uli Keustermans,Finance,99825
10417,Bingning Bakhtari,Sales,81805
10418,Candida Porotnikoff,Marketing,61923
10421,Divine Marzano,Customer Service,62175
10422,Greger Rubsam,Production,61875
10422,Greger Rubsam,Quality Management,61875
10423,Dante Cronin,Research,59251
10424,Babette Straney,Development,74457
10426,Arunas Luce,Development,98636
10427,Khosrow Sudbeck,Sales,90768
10428,Cathie Brlek,Human Resources,59728
10429,Martien Improta,Development,70554
10430,Ferdinand Chenney,Customer Service,48092
10430,Ferdinand Chenney,Production,48092
10431,Patricio Bugrara,Sales,86445
10432,Hisao Tiemann,Customer Service,63568
10433,Reuven Dengi,Quality Management,63139
10435,Marsha Tagansky,Development,54288
10436,Yahiko Lammel,Human Resources,73708
10437,Narain Reeker,Quality Management,71490
10438,Evgueni Srimani,Production,72839
10439,Jolita Jarecki,Development,86481
10440,Akeel Narahara,Development,62469
10440,Akeel Narahara,Research,62469
10441,Adel Perfilyeva,Production,71913
10444,Kazuhira Rosis,Sales,103063
10445,Junichi Kavanagh,Development,78518
10446,Ebru Chepyzhov,Development,60783
10448,Phule Oxenboll,Sales,68210
10449,Aleksandar Sudkamp,Sales,87735
10449,Aleksandar Sudkamp,Marketing,87735
10450,Khun Harbusch,Development,50217
10451,Bodh Ranta,Production,71084
10453,Tsvetan Matzel,Customer Service,75440
10454,Wonhee Badr,Sales,110048
10455,Sverrir Streng,Sales,116386
10456,Stepehn Hardjono,Finance,60887
10457,Oddvar Schlenzig,Quality Management,68411
10458,Gina Engelmann,Sales,100685
10459,Ennio Trogemann,Finance,56269
10459,Ennio Trogemann,Human Resources,56269
10461,Gal Karcich,Sales,103382
10462,Sumali Schlenzig,Production,50923
10463,Ung Zaiane,Sales,88502
10464,Mang Maginnis,Human Resources,64408
10465,Claudi Shackel,Customer Service,80628
10468,Yoshimitsu Shobatake,Sales,62566
10469,Munehiko Ananiadou,Development,79598
10469,Munehiko Ananiadou,Research,79598
10470,Peternela Iwayama,Production,65837
10471,Jouko Yamaashi,Quality Management,82545
10473,Przemyslawa Oskamp,Production,53721
10474,Kenton Garnham,Production,72532
10476,Kokou Iisaka,Research,86744
10477,Guoxiang Trogemann,Development,68859
10478,Maik Ushiama,Development,54545
10478,Maik Ushiama,Customer Service,54545
10479,Duro Coney,Production,56148
10481,Yongmao Pintelas,Production,62773
10482,Goa Pleszkun,Development,91895
10483,Zhiwei Anick,Quality Management,69741
10484,Nirmal Varley,Human Resources,53316
10485,Teruyuki Sundgren,Development,64129
10486,Amstein Kossowski,Quality Management,100894
10487,Perla Middleton,Production,61185
10488,Mihalis Heering,Development,58297
10488,Mihalis Heering,Research,58297
10490,Huiqun Vuskovic,Sales,80723
10491,Garnik Narahari,Marketing,89966
10492,Lobel Kumaresan,Development,88092
10493,Maris Haraldson,Sales,50195
10494,Yakkov Servieres,Production,66837
10495,Anyuan Zhiwei,Production,97302
10497,Pramod Rabehasaina,Production,84550
10498,Valter Cappelletti,Production,51552
10499,Maik Luft,Sales,49476
10499,Maik Luft,Marketing,49476
10500,Vojin Narwekar,Development,54628
10501,Susuma Larfeldt,Development,74645
10502,Yonghoan Marshall,Quality Management,59636
10503,Dannz Pell,Production,55115
10504,Xiong Varker,Sales,47967
10506,Kazuhisa Kroll,Development,46387
10507,Kasidit Belinskaya,Human Resources,64175
10508,Kotesh Liedekerke,Production,67407
10509,Abdelwaheb Riesenhuber,Sales,59896
10510,Keung Slobodova,Sales,98279
10510,Keung Slobodova,Customer Service,98279
10511,Khoa Marrevee,Production,57486
10512,Udi Gihr,Human Resources,70242
10513,Yuichiro Schicker,Finance,105199
10516,Xiadong Luga,Development,101812
10517,Tiina Speek,Sales,85728
10518,Marin Lanphier,Development,60489
10520,Jenwei Ecklund,Production,51604
10521,Kwangsub Setia,Sales,120116
10522,Marke Cesareni,Human Resources,73197
10523,Malu Skafidas,Production,60991
10524,Shigehiro Cincotta,Production,88024
10526,Kwangho Theuretzbacher,Production,71389
10527,Tetsushi Barvinok,Development,55892
10528,Koichi Lakshmanan,Development,81284
10529,Ymte Yetto,Development,55816
10529,Ymte Yetto,Production,55816
10530,Boriana Coors,Development,97343
10531,Oguz Gimbel,Human Resources,66726
10532,Mary Wossner,Sales,122653
10533,Mohamadou Smailagic,Sales,80162
10535,Shalesh Stroustrup,Customer Service,71671
10536,Yechiam Sambasivam,Sales,84392
10537,Stella Benzmuller,Sales,86754
10539,Yucel Reinhard,Sales,126614
10540,Martins Barriga,Production,70863
10542,Yannis Couchot,Development,56358
10543,Lein Lichtman,Finance,89954
10544,Ishfaq Krzyzanowski,Research,56849
10545,Hauke dAstous,Production,74457
10546,Nechama Schapiro,Research,69273
10548,Ramalingam Gunderson,Sales,126034
10548,Ramalingam Gunderson,Marketing,126034
10549,Beshir Kisuki,Development,77006
10550,Manton Leuchs,Quality Management,70405
10551,Jeong Rijsenbrij,Quality Management,74567
10552,Kazuhito Shiratori,Production,86030
10553,Rajmohan Wallrath,Development,99276
10554,Dines Gerlach,Development,79625
10556,JoAnna Taubman,Finance,87487
10557,Sashi Karlin,Development,58098
10557,Sashi Karlin,Research,58098
10558,Hisao Famili,Production,90983
10559,Arumugam Comellas,Sales,99733
10560,Yinlin Esteva,Development,46950
10561,Serge Joslin,Sales,65771
10562,Shuky Pearson,Development,76969
10564,Jianhao Thisen,Production,61806
10565,Yishay Harnett,Production,52961
10567,Dietrich Journel,Sales,58934
10567,Dietrich Journel,Marketing,58934
10568,Gao Poulakidas,Sales,80992
10569,Sreenivas Bashian,Research,89547
10571,Fun Varman,Development,77495
10572,Cordelia Axelband,Production,67235
10573,Tetsushi Speel,Sales,93201
10574,Salvador Olano,Human Resources,47796
10576,Xiaoqiu Krychniak,Finance,89866
10577,Ennio Schmiedel,Production,62497
10577,Ennio Schmiedel,Research,62497
10578,Shigeaki Shanbhogue,Development,72151
10579,Aiman Stentiford,Development,91304
10580,Christoper Rehfuss,Customer Service,54270
10581,Odinaldo Prochazka,Production,61128
10582,Shmuel Juneja,Development,48617
10584,Mana Papastamatiou,Development,105818
10585,Sajjad Willoner,Development,72134
10585,Sajjad Willoner,Research,72134
10586,Kirk Vuskovic,Production,64724
10587,Behnaam Srimani,Development,91554
10588,Shigeo Dulay,Production,66926
10589,Subbu Sanella,Finance,74418
10590,Yongqiao Kalloufi,Research,84721
10592,Almudena Alvarado,Sales,74725
10593,Falguni Kenevan,Development,84683
10593,Falguni Kenevan,Production,84683
10594,Kiyokazu Whitcomb,Development,69849
10595,Giri Undy,Production,72014
10596,Sanjit Coors,Sales,70886
10597,Lucien Schaad,Sales,80285
10599,Seshu Crelier,Development,71926
10600,Emran Rettelbach,Sales,79208
10603,Wayne Restivo,Sales,118613
10604,Susanna Brizzi,Production,79707
10604,Susanna Brizzi,Development,79707
10605,Moti Wixon,Quality Management,49298
10606,Toshiki Marakhovsky,Development,74649
10607,Rosalyn Hambrick,Development,63230
10609,Janche Zhang,Development,95241
10610,Irena Roccetti,Development,59405
10611,Karsten Blokdijk,Development,58497
10612,Gil Peroz,Production,55094
10613,Inderjeet Jansen,Human Resources,45641
10614,Gila Ozeri,Production,71594
10614,Gila Ozeri,Customer Service,71594
10615,Keung Delgrande,Finance,56826
10616,Tommaso Marwedel,Sales,93833
10618,Ranga Yeung,Production,55033
10619,Vivian Kusakabe,Sales,99689
10620,Marit Veeraraghavan,Development,76107
10621,Hinrich Siepmann,Development,81469
10622,Turgut Narlikar,Production,66534
10623,Aleksander Danlos,Research,86399
10623,Aleksander Danlos,Development,86399
10624,Sham Gyorkos,Production,59727
10626,Danil Deverell,Human Resources,46912
10627,Shigeu Itzfeldt,Human Resources,55124
10628,Krisda Krogh,Development,81830
10630,Bezalel Katzenelson,Production,52124
10631,Inderjeet Chaudhuri,Development,58267
10633,Sorina Herber,Sales,96424
10634,Nahid Chepyzhov,Development,66194
10634,Nahid Chepyzhov,Research,66194
10636,Saeko Porotnikoff,Human Resources,48967
10638,Jenwei Borovoy,Sales,57291
10639,Pramod Erol,Development,61362
10640,Anneke Meszaros,Sales,82631
10641,Guozhong Zucker,Development,60236
10642,Hirochika Narlikar,Development,49154
10643,Slavian Keirsey,Development,81463
10645,Fumiyo Esposito,Production,67234
10646,Uri Chorvat,Customer Service,60996
10647,Tesuro Bahk,Production,53424
10648,Marlo Ratnaker,Development,72324
10649,Vitali Welham,Customer Service,45167
10650,Hongzhu Chepyzhov,Development,69773
10651,Zijian Maginnis,Research,52552
10653,Otmar Feinberg,Development,78957
10654,Nahla Castellani,Production,68966
10655,Remko Dalton,Finance,99498
10655,Remko Dalton,Sales,99498
10656,Sanjay Litzkow,Production,64532
10657,Juichirou Kitsuregawa,Finance,80161
10658,Junsik Rijckaert,Marketing,77983
10659,Dinah Shackel,Development,48869
10661,Ottavia Giarratana,Marketing,71957
10662,Arto Serra,Production,75709
10663,Teunis Noriega,Production,76268
10663,Teunis Noriega,Development,76268
10664,Xumin Peck,Production,78613
10666,Zhonghua Reeker,Finance,112604
10667,Makato Cusworth,Customer Service,44520
10669,Yurij Iisaka,Customer Service,50044
10670,Shunichi McAffer,Sales,97173
10671,Parviz Rebaine,Human Resources,85001
10674,Abdelaziz Bisiani,Development,46923
10675,Ymte Waschkowski,Finance,85978
10676,Valeri Danley,Development,63189
10677,Alejandra Perng,Development,59003
10678,Chriss Gide,Development,95475
10679,Neven Brender,Human Resources,61658
10681,Florina Garnier,Marketing,96834
10681,Florina Garnier,Sales,96834
10682,Bedir Haumacher,Customer Service,63069
10683,Guiseppe Stranks,Production,53616
10684,Aimee Tokunaga,Production,47683
10686,Avishai Azadmanesh,Development,76713
10687,Leon Kaiser,Research,69415
10688,Xiaopeng Lanphier,Finance,114919
10689,Satoru Otillio,Human Resources,63629
10690,Matt Jumpertz,Development,100949
10690,Matt Jumpertz,Production,100949
10691,Denny Setia,Development,67546
10692,Larisa Bage,Sales,93492
10693,Berhard Daescu,Customer Service,64360
10695,Zorica Acton,Production,93037
10696,Unal Fendler,Development,79991
10697,Bluma Hiltgen,Customer Service,48005
10698,Barton Engberts,Development,59249
10699,Hatim Deverell,Quality Management,80252
10701,Hyuncheol Zolotykh,Customer Service,105545
10701,Hyuncheol Zolotykh,Sales,105545
10702,Bader Szemeredi,Development,76094
10703,Giri Baumann,Production,64417
10704,Yolla Kropatsch,Research,57419
10705,Hironobu Wynblatt,Sales,99116
10707,Moty Trystram,Development,75526
10708,Aral Erman,Research,46202
10709,Jiafu Mateescu,Research,72950
10709,Jiafu Mateescu,Development,72950
10710,Sorina Kermarrec,Sales,89961
10711,Arvind DuBourdieux,Development,61627
10712,Uma Koprowski,Development,60644
10714,Aran Sadowsky,Development,52536
10715,Goa Poehlman,Production,42510
10716,Aiman Constantine,Development,78299
10717,Serap Tasistro,Human Resources,75523
10718,Adib Rullman,Development,100158
10720,Odinaldo Kruskal,Production,59008
10720,Odinaldo Kruskal,Research,59008
10721,Bernd Redmiles,Customer Service,44812
10723,Eckart Harnett,Production,50808
10724,Aluzio Narlikar,Production,60860
10725,Garnet Isard,Sales,105260
10726,Zita Minakawa,Development,61163
10728,Ugo Maliniak,Quality Management,67848
10729,Percy Lorho,Production,70846
10732,Morris Andreotta,Production,56738
10733,Sangeeta Rodham,Customer Service,60861
10734,Sachar Erdi,Production,60732
10735,Morrie Gewali,Customer Service,65377
10736,Gurbir Hellwagner,Quality Management,61709
10737,Vincent Schwartzbauer,Production,78025
10738,Rosita Oppitz,Research,78994
10738,Rosita Oppitz,Development,78994
10739,Gor Iacovou,Development,78161
10741,Sven Huttel,Marketing,85872
10742,Shim Wiegley,Development,78918
10743,Kiyomitsu Peltason,Finance,80074
10745,Poorav Ranze,Production,73409
10746,Kolar Usery,Development,58687
10748,Yuchang Francisci,Finance,73425
10748,Yuchang Francisci,Human Resources,73425
10749,King Brendel,Production,97148
10750,Roddy Demeyer,Development,42569
10752,Byong Conde,Quality Management,55498
10754,Chenyi Feinberg,Sales,91523
10756,Paddy Brizzi,Production,48573
10756,Paddy Brizzi,Development,48573
10758,Fumiyo Boyle,Production,59454
10759,JiYoung Chenney,Production,61507
10760,Phillip Dratva,Finance,49000
10762,Lech Himler,Research,74491
10763,Giap Bolsens,Production,104593
10764,Yunming Beetstra,Development,96507
10766,Nathalie Standera,Human Resources,41112
10767,Monique Doering,Sales,47680
10768,Ishfaq Candan,Production,102666
10769,Vishv Bouloucos,Development,93880
10771,Guiseppe Kleiser,Customer Service,55120
10772,Munehiro Dayana,Development,57184
10774,Jacqueline Masand,Production,69890
10775,Xiaoheng Sluis,Production,57607
10775,Xiaoheng Sluis,Customer Service,57607
10776,Mahmut Skafidas,Development,95712
10778,Selwyn Merey,Marketing,101432
10779,Mori Yavatkar,Customer Service,78769
10781,Patricio Leuchs,Customer Service,56794
10783,Moty Kenevan,Human Resources,55420
10784,Weijing Bottner,Development,48195
10785,Keiichiro Marzano,Quality Management,54358
10786,Patricia dAstous,Quality Management,47349
10786,Patricia dAstous,Production,47349
10788,Frazer Ullian,Sales,67353
10789,Aruna Journel,Customer Service,45709
10790,Yurij Schonegge,Production,66822
10791,Tadahiko Sgarro,Development,71474
10793,Oksana Roisin,Development,58030
10794,Teunis Berztiss,Research,59529
10795,Supot Naudin,Sales,104291
10796,Khoa Rousseau,Quality Management,50763
10797,Goetz Hiyoshi,Development,69522
10797,Goetz Hiyoshi,Production,69522
10798,Elliott Bednarek,Production,57456
