"Employee ID","Name","Department","Salary"
"10167","Duangkaew Rassart","Production","pkTYTIlqVzf4swSBQntpsg=="
"10168","Dharmaraja Stassinopoulos","Research","BWp969IVkInuGBktqDem0Q=="
"10169","Sampalli Snedden","Development","uF/ymAygIgGh+4EzkY5Qnw=="
"10171","Herbert Trachtenberg","Production","UCDE4D186X/T9uBnVvRhUg=="
"10172","Shigeu Matzen","Research","AqgNiodFPtz4ezsp6vj0SQ=="
"10172","Shigeu Matzen","Development","AqgNiodFPtz4ezsp6vj0SQ=="
"10173","Shrikanth Mahmud","Finance","dO54fF3OmsSxu4EusRW3cg=="
"10174","Badri Furudate","Production","xJfPQSarV9tadktWhErQ4A=="
"10176","Brendon Lenart","Customer Service","vG9wLW+3Q5FY9BwtV0ZjVA=="
"10178","Valery Litvinov","Sales","VN3HKwXs7RO+IhPPapV+9Q=="
"10179","Deniz Duclos","Development","Le0M8/RMZS/onpJIiqnZbA=="
"10180","Shaw Wendorf","Finance","xLvGPxX/w8ujILeAMxgDgg=="
"10181","Sibyl Nooteboom","Development","GOi4FqmSqTMHmS9yvqLvGQ=="
"10182","Moriyoshi Merey","Development","1wvk6dhaV1iyOMNYfI7hPg=="
"10182","Moriyoshi Merey","Research","1wvk6dhaV1iyOMNYfI7hPg=="
"10183","Mechthild Bonifati","Customer Service","IX5ZLCI29xDrB4FwFEXjWQ=="
"10184","Mihalis Lowrie","Customer Service","Von616IAzXJnbBjcNSfi4w=="
"10185","Duro Sidhu","Sales","/rRMyaDRn0uZ2f7rkOdiUQ=="
"10187","Tommaso Narwekar","Finance","UjrjeYvBb2eT8SMsECJi8A=="
"10188","Christ Muchinsky","Production","V48EWpmdF7jQP8FoGo8DNQ=="
"10190","Arve Fairtlough","Production","6885Athr5pz7PO+/r46WVw=="
"10191","Zdislav Nastansky","Development","G5mlnFhW1biPqpIGNOuwDw=="
"10192","Mohua Falck","Production","reus+j1mlGpbwzw21zUTtw=="
"10192","Mohua Falck","Quality Management","reus+j1mlGpbwzw21zUTtw=="
"10193","Masaru Cheshire","Development","Q7+zw+c2X4GQDuQ16CKlIA=="
"10194","Josyula Hofmeyr","Finance","AtHkDj6A3HWXhxN8sPrRjQ=="
"10196","Marc Hellwagner","Finance","Oj1AnM5N/FTTi24B0l51WA=="
"10197","Kasidit Krzyzanowski","Development","X+jWCQdiWimvZypnfo3yxg=="
"10198","Pranav Furedi","Development","SZXOBPm1+O415VCf9y1Ipw=="
"10199","Kazuhisa Ranta","Sales","h5DYkmwCxSdqCPhhFrpMFg=="
"10200","Vidya Awdeh","Quality Management","f1gzvSfkpu5IEGj2bPFIaw=="
"10200","Vidya Awdeh","Production","f1gzvSfkpu5IEGj2bPFIaw=="
"10201","Idoia Kavraki","Development","m2VVuz/PG/qQBWshuUaZDQ=="
"10202","Greger Lichtner","Development","sqpnlXnbMmMn7jZjBBPwTA=="
"10203","Steen Escriba","Research","bCkDPELa63xSIW3ZTFhq2w=="
"10205","Mabhin Leijenhorst","Production","bsYguTWNtCiTexTOcnZV/Q=="
"10206","Alassane Iwayama","Development","sz6sDkhNlDRzzQbf0lw0gw=="
"10207","Girolamo Anandan","Development","JLfK3lvP6rs7PWs/Hfk09A=="
"10209","Yolla Ellozy","Sales","XSEvJC1FmrJcYPhJ3pEJsw=="
"10209","Yolla Ellozy","Finance","XSEvJC1FmrJcYPhJ3pEJsw=="
"10210","Yuping Alpin","Customer Service","jGY4hx1BFs70oZC4jM36cQ=="
"10211","Vishu Strehl","Development","OZfY623j0nb8DYNkEhRIXw=="
"10212","Divier Esteva","Development","X/yPRE8qiqx+fhLkqG5/Qw=="
"10213","Jackson Kakkad","Customer Service","sw7AafaM18iCZQLF/SgdyQ=="
"10214","Tadahiko Ciolek","Sales","WqJZeLjNF0J/5vmmFHfVTg=="
"10215","Xiaobin Duclos","Sales","MBuKhUBadnBy7o+0GhRLfA=="
"10216","Amstein Ghemri","Research","2nsmvMfUSulLaQhE6yA4HA=="
"10218","Zhenhua Magalhaes","Production","l0bc9kjb/ctJrP3Sd+Qx5g=="
"10219","Genta Kolvik","Customer Service","S6aO2PL+CJLzOE6GzFNLpQ=="
"10219","Genta Kolvik","Development","S6aO2PL+CJLzOE6GzFNLpQ=="
"10220","Kish Fasbender","Finance","oN5cAklzS9dzoZoGA63jeQ=="
"10222","Tze Nourani","Production","V4iP/viXFnXPZPYBfZmY7Q=="
"10223","Carrsten Schmiedel","Development","cvqaEOdsxRJLjugJCjWkaQ=="
"10224","Leon Trogemann","Production","jF5cpwubwCLCBR0NaCwRuA=="
"10225","Kellie Chinen","Customer Service","jkbaTRUgN+3FCHJC6fgqXA=="
"10226","Xinglin Plessier","Sales","TaS8MbYhjHClqlu1AzsysQ=="
"10227","Anneli Kaiser","Development","9jOKhopq1S4vbN9Z0JYlNg=="
"10228","Karoline Cesareni","Sales","DBC9FwFv6sOpdLvyBEwR5g=="
"10228","Karoline Cesareni","Marketing","DBC9FwFv6sOpdLvyBEwR5g=="
"10230","Clyde Vernadat","Research","dWWJQNx/WTZCPgbzZcn+ng=="
"10231","Shaowen Desikan","Customer Service","/xW1aIOJe7tgr0bPq4qKTg=="
"10232","Marko Auria","Sales","D8soeS79a2NGegfd7MKwEw=="
"10233","Lein Vendrig","Human Resources","APWvVsu8Am67n6m4neTEuQ=="
"10235","Susanta Roccetti","Production","+oMDhkhwBYHwaO43Dis96g=="
"10236","Susumu Bade","Sales","OTyDvYMKe8wjOwP0a57MIg=="
"10238","Mototsugu Gire","Research","w5rTEXHbx2Oc6bXWMhJEbA=="
"10238","Mototsugu Gire","Development","w5rTEXHbx2Oc6bXWMhJEbA=="
"10239","Nikolaos Llado","Marketing","Ej5BR/LIELS09ws6/ch6yw=="
"10240","Remko Maccarone","Quality Management","C/JJkDGYu+FGJ/xt3pctJA=="
"10241","Ortrud Murillo","Finance","1zvUnLm4ZxKCEFsK7BgXWA=="
"10242","Lunjin Ozeri","Production","1Jx7clz+tnpUKmjtx5yaHg=="
"10243","Wonhee Pouyioutas","Sales","Sg/pzizAwZ3eUZpNcb7ARA=="
"10244","Foong Flasterstein","Development","jfBZCY58pgSRhMu68DY33w=="
"10246","Basem Teitelbaum","Production","feFzHyMulh3pDhragW8FoQ=="
"10247","Heon Riefers","Production","sgo94xIXF88gt9vTKOVN+g=="
"10248","Frederique Tempesti","Sales","wkzNhdzXj+Tk3lU9anezfw=="
"10249","Marie Boreale","Development","to744G5kkwYohTcO7o8ZnQ=="
"10249","Marie Boreale","Research","to744G5kkwYohTcO7o8ZnQ=="
"10250","Serap Etalle","Quality Management","76cQY9fBRpieNJSdYThkBw=="
"10251","Alair Rosenbaum","Research","MCjIYD+iAl+DtQsWFBoWSg=="
"10252","Shirish Wegerle","Production","MSBEkh84IMI1KcvAKWOVUQ=="
"10254","Shen Brattka","Sales","70Tfvknyns4FEie28azdhQ=="
"10256","Irene Radhakrishnan","Sales","hHgju6WeFA89voy6qcpChw=="
"10257","Aiman Riexinger","Production","/U1PSbkdWmaIOAP3nzZCzw=="
"10258","Basil Ishibashi","Development","xmPLakyTjAagecXJ5XUVHg=="
"10260","Alper Suomi","Production","OHVpaI6NnDrFuzL0kagD5A=="
"10262","Mahendra Maraist","Sales","nV0651MrkUxFF5dSg2rmuA=="
"10263","Takahiro Waterhouse","Finance","E6+fQEBHgrjTqntC/WfhsQ=="
"10264","Nalini Kawashimo","Development","pBPkycWowqt9ZJGzJK+SbA=="
"10265","Ramalingam Muniz","Quality Management","vu+NoRfBpwohWVXT4xdjJg=="
"10266","Sukumar Rassart","Production","p6EKZIwt6NOHNm9VLX+T5w=="
"10267","Shaunak Cullers","Production","xMbed2ilzuAAWMGeoFloNw=="
"10269","Taizo Oxman","Production","PXncCjRNDeo/NBKWgstz7w=="
"10270","Bedir Hartvigsen","Sales","qo2Z8sOE+TPy57veOoTtOA=="
"10271","Sham Eastman","Development","tLN0tc19Iej/wU0WiifrBA=="
"10272","Yishai Cannane","Finance","/RURycuRy1lUqbjQMc+xfA=="
"10273","Baocai Lieblein","Sales","cTkKaNhhKQxtE3m/qgATGw=="
"10274","Dmitri Pearson","Development","7ZIO87pdQ1+mQXwRvPSiHQ=="
"10275","Marek Luck","Development","V4SNi4vAmBAcdONNkVssdA=="
"10277","Isaac Schwartzbauer","Sales","V+Ww5frV43sKlNROXOOx8g=="
"10279","Barton Jumpertz","Customer Service","a0gHC7pj4TWzSZHg5uy1Rg=="
"10279","Barton Jumpertz","Production","a0gHC7pj4TWzSZHg5uy1Rg=="
"10280","Stabislas Delgrange","Human Resources","jw4KkQ6Vpp5lzWYbe6ltYg=="
"10281","Moty Kusakari","Quality Management","0hHRqOk5HwEUluZdVxoIWg=="
"10282","Hercules Benzmuller","Production","jIUexoSx/WDxQG0KTQPOLA=="
"10283","Kauko Birjandi","Development","d0a03DPzv4ZEIzJYBYf77A=="
"10284","Masali Murrill","Production","LYVts3gaflnmY+x1bo3+kg=="
"10285","Zhonghui Preusig","Research","5mvtJh8e8qu+591YEwzTsA=="
"10287","Marie Pietracaprina","Research","QM6gQQDNGQwaOjHrxKx5Eg=="
"10287","Marie Pietracaprina","Development","QM6gQQDNGQwaOjHrxKx5Eg=="
"10288","Selwyn Perri","Production","BMDlpq/gSlWSHTXMWoS7Yw=="
"10290","Yongmao Pleszkun","Development","nfGaQHNzqVWPQrdZP/CNpQ=="
"10291","Dipayan Seghrouchni","Sales","BjWEKXgZ6ahT5ZIqiADVFg=="
"10292","Yucel Ghelli","Sales","lKloAuu1r/8WCUakiTNVGQ=="
"10293","Mihalis Avouris","Production","yE4IAWYMOsoQpMxo6m5uWg=="
"10295","Kristine Velardi","Finance","eocFeq8KSWYVVN9gFCyYxw=="
"10296","Petter Lorho","Sales","2EwWaG3k1Db3LVNXLpAPQw=="
"10297","Narain Oaver","Production","IcIIsGu0inxgTXXCjjOJWw=="
"10298","Dietrich DuCasse","Production","DqzdF/4Sjv5CPOKbG53EYA=="
"10298","Dietrich DuCasse","Research","DqzdF/4Sjv5CPOKbG53EYA=="
"10299","Ipke Stentiford","Sales","Y2xLQWECjrzEak7Mx9oB2w=="
"10300","Tadahiko Ulupinar","Production","pW07eCZYCiKYBqQDucaZtw=="
"10301","Lucien Staudhammer","Finance","sK2z7sdxdfKRanMYyTIMdg=="
"10306","Heng Kilgour","Sales","89yArH9fXTzKwI9ejbhrmw=="
"10307","Nikolaos Leaver","Production","UCNX6rHrMd59rpX079LxuA=="
"10307","Nikolaos Leaver","Quality Management","UCNX6rHrMd59rpX079LxuA=="
"10308","Dzung Holburn","Sales","wFYMWo/jQEHGRlaTJrdE5Q=="
"10309","Prodip Schusler","Development","huxziZqKMp9o827n5mj3Qg=="
"10311","Hsiangchu Molenkamp","Development","plij0EHLSpFFaIVWbxVgug=="
"10312","Rasiah Deyuan","Production","vugS9SV1lyFGfALgtjlQ9w=="
"10313","Subbu Riexinger","Research","Y7ezeS8Qhj8Xs2qYeBNLgA=="
"10314","Christfried Apsitis","Sales","Bx71cjFb+uyhv9S72yOJPA=="
"10315","Maris Angelopoulos","Development","I9TYajmmnxVSdpn1g7s46g=="
"10317","Arie Birge","Production","LlI9Y4WRtE5rTVCWZNe9GA=="
"10317","Arie Birge","Research","LlI9Y4WRtE5rTVCWZNe9GA=="
"10318","Mototsugu Beilner","Development","iFDSJbzfQ9eqPZ9sR+A3mg=="
"10319","Mechthild Miyakawa","Sales","uaPeysz83lJ7fImlGbz3Zw=="
"10322","Isamu Dahlbom","Development","+yambdQIjmaW5f10MqRLZA=="
"10323","Kankanahalli Hinsberger","Production","oz9+izVJe0eTC4gZoNG6DQ=="
"10324","Bernardo Rouquie","Development","/tIomlnHb/BBm+w7l5u9Hg=="
"10325","Arunachalam Badr","Human Resources","VgeRVpVGMKyfo4JUd/tosg=="
"10326","Masali Czap","Research","/ORcHMx1ndZj5IQSMAgA9A=="
"10328","Serenella Kawashima","Development","S1yGF45C7GpJW7pGLb55DQ=="
"10329","Remko Shigei","Production","PjPG0eZIZdSNXoUXVXnQuw=="
"10330","Kasturi Bellmore","Sales","AzCyvNPfHc8HKPUE4PFCtw=="
"10331","Arto Binkley","Sales","vsIGx8JsTFX+CaYcTKn12Q=="
"10333","Snehasis Dymetman","Development","xXMZfU4n0Y1KDRIZgxc+wQ=="
"10334","Falguni Erie","Customer Service","VXp7wK1BazFz+EHhI/w1qA=="
"10335","Toshimori Bahi","Customer Service","uMBxnsPekEfQRb0fYMS3wQ=="
"10335","Toshimori Bahi","Sales","uMBxnsPekEfQRb0fYMS3wQ=="
"10336","Goa Rothe","Research","U3js/WiAuvmjpoz1wXTaXQ=="
"10337","Jeong Sadowsky","Production","+ZV7SsBQbQsGrFfIXQ+Kgg=="
"10338","Heon Ranai","Customer Service","mBQEVfDBBLtf/mCM4PNmgg=="
"10339","Teunis Liedekerke","Production","qvelHOv+s7GY/m6npUZIGQ=="
"10340","Djelloul Laventhal","Marketing","Ujx9kR8Vt5cpPSubuxXQMQ=="
"10342","Stella Hiroyama","Development","lMGODjgEaAxuZEpOgU1NBQ=="
"10343","Dinah Syrzycki","Quality Management","cuaLlmVpZ1ttc5DnlZnN5Q=="
"10344","Uwe Garnier","Quality Management","xlRFRPP3+Rh60labHuo2Zg=="
"10344","Uwe Garnier","Production","xlRFRPP3+Rh60labHuo2Zg=="
"10345","Arra Ratnakar","Development","inqeM/N4OtR2kkp1VxZwrQ=="
"10347","Pradeep Kaminger","Research","n+r435BxNcF1jO7bpEWQsw=="
"10348","Mahendra Picco","Production","r5moQbaK2rccJ40YiZsQvA=="
"10349","Oksana Brodie","Customer Service","fpgMT5usohvR3lQsnaYroQ=="
"10351","Tadahiko Strehl","Finance","49+zChe3ky2P7kEWkB4jUg=="
"10352","Erzsebet Ohori","Development","2rVkK9CPZloOU5GDYHG5iQ=="
"10353","Phule Hammerschmidt","Marketing","kOWIE0QyGIPximldc3jOXA=="
"10355","Satyanarayana Cochrane","Sales","Yq3EIYp2otc85DVsXsjcFA=="
"10356","Vasilis Standera","Research","Gr0+18H5UFKG4FX/WFBJng=="
"10357","Hausi Sidhu","Quality Management","Enp6UqgsJxAIj5XJFX/GRQ=="
"10358","Qunsheng Tagansky","Development","1ZMIcW1CLd7t+Kr9xvKl+Q=="
"10359","Heekeun Sambasivam","Development","QZkwL+nbl6h59RXk6Y4UDg=="
"10360","Irene Munck","Human Resources","y2WzYnJcQW6JZQfJxPqswg=="
"10361","Seshu Sidou","Sales","qYL93pwHwutNKZ++h8r+gw=="
"10364","Nakhoon Dengi","Production","Iiv6asp/zF1m2ZseS8fiSQ=="
"10366","Morrie Piazza","Development","x0oREoQBItvD19lvnoOnAA=="
"10367","Hyuckchul Gini","Marketing","XXGAhBOS9RKq2gGHLEmhig=="
"10368","Hatim Koshiba","Production","qKYJwIK2c+fxmgHvbsSiyw=="
"10369","Qunsheng Toyoshima","Sales","XjkaifJNGgfCYlzvJiOlKw=="
"10370","Clyde Fandrianto","Sales","zXH9xLRWsIZlzd5ToR5x9w=="
"10371","Ioana Kirkerud","Production","wFYMWo/jQEHGRlaTJrdE5Q=="
"10372","Anneli Frijda","Production","3YQXLtHoTzWM5Paue+O2oQ=="
"10373","Hongzue Heijenga","Development","aZjOXHnTJlYGDhjWaObsKA=="
"10375","Dante Kalafatis","Sales","P8hOUyNIi8mF7bDFVGvFqg=="
"10376","Fai Bale","Production","AsYKfnglAOszZt0cfnezeQ=="
